enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr3,112455487,112490280,K562_TE_14988,chr11,113180146,113191963,K562_MPT_2592,ENSG00000149292.12,TTC12,protein_coding,7,0.00402,K562,KARR-seq
chr13,51026667,51043651,K562_TE_6096,chr14,64103125,64113579,K562_MPT_3868,ENSG00000140006.7,WDR89,protein_coding,7,0.00402,K562,KARR-seq
chr12,19599163,19607837,K562_TE_4840,chr9,36395213,36406195,K562_MPT_12809,ENSG00000137075.13,RNF38,protein_coding,7,0.00402,K562,KARR-seq
chrX,108970802,108983639,K562_TE_23103,chr19,34886252,34900732,K562_MPT_6612,ENSG00000126249.3,PDCD2L,protein_coding,7,0.00402,K562,KARR-seq
chr11,108457578,108459440,K562_TE_4466,chr1,52338691,52349477,K562_MPT_513,ENSG00000078618.15,NRD1,protein_coding,7,0.00402,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr8,124403705,124417822,K562_MPT_12595,ENSG00000156802.8,ATAD2,protein_coding,19,0.00414,K562,RIC-seq
chr6,68585750,68609380,K562_SE_605,chr1,25553977,25563984,K562_MPT_238,ENSG00000117614.5,SYF2,protein_coding,8,0.00416,K562,KARR-seq
chr1,61569740,61673375,K562_SE_45,chr21,45204394,45214394,K562_MPT_8484,ENSG00000160214.8,RRP1,protein_coding,7,0.00426,K562,KARR-seq
chr17,45139064,45192259,K562_TE_9219,chr2,85761288,85771765,K562_MPT_7433,ENSG00000168906.8,MAT2A,protein_coding,7,0.00429,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr14,99942125,99952762,K562_MPT_4026,ENSG00000090061.13,CCNK,protein_coding,10,0.00441,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chrX,64882537,64892537,K562_MPT_13474,ENSG00000147065.12,MSN,protein_coding,8,0.00441,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr13,64645144,64655144,K562_MPT_3577,ENSG00000227674.1,LINC00355,lncRNA,9,0.00442,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,111984420,111997106,K562_MPT_738,ENSG00000200344.1,Y_RNA,misc_RNA,13,0.00444,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr8,26144007,26155999,K562_MPT_12305,ENSG00000221914.4,PPP2R2A,protein_coding,10,0.00444,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr1,90281427,90292480,K562_MPT_646,ENSG00000171492.10,LRRC8D,protein_coding,9,0.00444,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr18,9907846,9928917,K562_MPT_5989,ENSG00000272799.1,RP11-474N24.6,lncRNA,36,0.00463,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,148931742,148941742,K562_MPT_12148,ENSG00000170260.4,ZNF212,protein_coding,8,0.00463,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,132761800,132772589,K562_MPT_12073,ENSG00000272292.1,U6,snRNA,11,0.00465,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr11,117964758,117974758,K562_MPT_2609,ENSG00000137648.12,TMPRSS4,protein_coding,8,0.00466,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr2,242287519,242300712,K562_MPT_7979,ENSG00000006607.9,FARP2,protein_coding,8,0.00468,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr11,10310754,10331924,K562_MPT_2061,ENSG00000148926.5,ADM,protein_coding,8,0.00468,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chrX,122643324,122653324,K562_MPT_13608,ENSG00000179101.5,RP11-349N19.2,pseudogene,8,0.00468,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,114,0.0048,K562,KARR-seq
chr6,86384334,86390564,K562_SE_609,chr6,149862174,149872174,K562_MPT_11412,ENSG00000131013.3,PPIL4,protein_coding,7,0.00491,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr7,156680681,156690924,K562_MPT_12195,ENSG00000105983.15,LMBR1,protein_coding,8,0.00508,K562,KARR-seq
chr1,150576644,150613992,K562_SE_71,chr16,88765025,88777997,K562_MPT_5141,ENSG00000158717.6,RNF166,protein_coding,7,0.00508,K562,KARR-seq
chr20,47458073,47504728,K562_TE_13301,chr19,11195038,11206275,K562_MPT_6378,ENSG00000130164.7,LDLR,protein_coding,7,0.00513,K562,KARR-seq
chr16,89505998,89551616,K562_TE_8654,chr16,30532910,30554552,K562_MPT_4859,ENSG00000235560.3,AC002310.12,lncRNA,7,0.00513,K562,KARR-seq
chr4,80118827,80146681,K562_SE_517,chr5,36871861,36890308,K562_MPT_10217,ENSG00000164190.12,NIPBL,protein_coding,7,0.00515,K562,KARR-seq
chr1,90329507,90423245,K562_SE_51,chr11,119229917,119257545,K562_MPT_2637,ENSG00000254740.2,RP11-334E6.3,lncRNA,7,0.00515,K562,KARR-seq
chr6,28632682,28871154,K562_SE_587,chr19,38795283,38815484,K562_MPT_6673,ENSG00000167645.12,YIF1B,protein_coding,7,0.00517,K562,KARR-seq
chr2,55225058,55267805,K562_TE_11460,chr1,154970127,154980295,K562_MPT_941,ENSG00000160685.9,ZBTB7B,protein_coding,7,0.00523,K562,KARR-seq
chr10,75715341,75838968,K562_SE_145,chr3,51991908,52022553,K562_MPT_9100,ENSG00000114779.15,ABHD14B,protein_coding,7,0.00539,K562,KARR-seq
chr5,126297433,126361662,K562_SE_542,chr17,60137643,60147643,K562_MPT_5732,ENSG00000108510.5,MED13,protein_coding,7,0.00539,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr5,108714226,108724226,K562_MPT_10418,ENSG00000198961.5,PJA2,protein_coding,10,0.00544,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chrX,151138143,151148151,K562_MPT_13682,ENSG00000102287.12,GABRE,protein_coding,15,0.0055,K562,RIC-seq
chr11,65235059,65278329,K562_SE_179,chr1,6252817,6274449,K562_MPT_68,ENSG00000116251.5,RPL22,protein_coding,32,0.00553,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr14,31338749,31348970,K562_MPT_3749,ENSG00000100473.11,COCH,protein_coding,9,0.00553,K562,KARR-seq
chr17,20769482,20780745,K562_TE_8907,chr10,43887279,43897794,K562_MPT_1585,ENSG00000169813.12,HNRNPF,protein_coding,7,0.00553,K562,KARR-seq
chr13,91998935,92021979,K562_SE_218,chr20,62487566,62501647,K562_MPT_8359,ENSG00000101150.13,TPD52L2,protein_coding,7,0.00555,K562,KARR-seq
chr16,88938381,88973032,K562_TE_8642,chr5,180660195,180695635,K562_MPT_10749,ENSG00000233937.2,CTC-338M12.4,lncRNA,7,0.00559,K562,KARR-seq
chr1,26989411,27048025,K562_SE_24,chr15,30912976,30923879,K562_MPT_4134,ENSG00000247728.2,RP11-932O9.7,lncRNA,7,0.00561,K562,KARR-seq
chr6,158973180,158999000,K562_TE_19268,chr16,30070493,30092546,K562_MPT_4846,ENSG00000149925.12,ALDOA,protein_coding,7,0.00561,K562,KARR-seq
chr16,67796877,67817682,K562_TE_8427,chr8,126958394,126968493,K562_MPT_12613,ENSG00000245164.2,LINC00861,lncRNA,7,0.00566,K562,KARR-seq
chr6,148017072,148034957,K562_TE_19152,chr6,43585541,43617783,K562_MPT_11110,ENSG00000172432.14,GTPBP2,protein_coding,7,0.00566,K562,KARR-seq
chr2,112101213,112291868,K562_SE_378,chr4,71562472,71575518,K562_MPT_9822,ENSG00000207448.1,RNU6-520P,snRNA,7,0.00568,K562,KARR-seq
chr9,139619943,139624993,K562_TE_22624,chr7,32524712,32540322,K562_MPT_11647,ENSG00000105778.13,AVL9,protein_coding,7,0.00568,K562,KARR-seq
chr20,17937434,17955200,K562_TE_13008,chr17,40434565,40445561,K562_MPT_5528,ENSG00000126561.12,STAT5A,protein_coding,7,0.00572,K562,KARR-seq
chr2,65568551,65649332,K562_SE_368,chr16,28930521,28952847,K562_MPT_4822,ENSG00000177455.7,CD19,protein_coding,7,0.00577,K562,KARR-seq
chr10,11916377,11968192,K562_SE_121,chr5,43478938,43489174,K562_MPT_10244,ENSG00000249492.1,RP11-159F24.3,lncRNA,7,0.00578,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr10,102101147,102111881,K562_MPT_1834,ENSG00000099194.5,SCD,protein_coding,7,0.0058,K562,KARR-seq
chr9,136112608,136160631,K562_SE_735,chr3,196040159,196050277,K562_MPT_9590,ENSG00000213123.6,TCTEX1D2,protein_coding,11,0.00586,K562,RIC-seq
chr3,136335245,136446485,K562_TE_15197,chr2,201975827,202002707,K562_MPT_7825,ENSG00000003402.15,CFLAR,protein_coding,7,0.00586,K562,KARR-seq
chr6,158249402,158288821,K562_SE_630,chr4,40187673,40206964,K562_MPT_9761,ENSG00000168421.8,RHOH,protein_coding,7,0.00586,K562,KARR-seq
chr10,11916377,11968192,K562_SE_121,chr1,155154748,155219490,K562_MPT_948,ENSG00000185499.12,MUC1,protein_coding,7,0.00586,K562,KARR-seq
chr2,38689285,38714124,K562_TE_11315,chr1,155934520,155953890,K562_MPT_960,ENSG00000273002.1,RP11-336K24.12,lncRNA,7,0.00586,K562,KARR-seq
chr2,168793675,168821083,K562_SE_387,chr19,55533990,55554632,K562_MPT_6998,ENSG00000267265.1,CTC-550B14.7,lncRNA,7,0.00586,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr17,73770367,73786567,K562_MPT_5829,ENSG00000263565.1,MIR4738,miRNA,7,0.00586,K562,KARR-seq
chr4,79684477,79738669,K562_TE_16199,chr15,90539624,90554987,K562_MPT_4536,ENSG00000265871.1,MIR3174,miRNA,7,0.00586,K562,KARR-seq
chr1,109626153,109650176,K562_TE_1184,chr15,91440448,91455618,K562_MPT_4550,ENSG00000196547.10,MAN2A2,protein_coding,7,0.00586,K562,KARR-seq
chr1,8904567,8932599,K562_TE_117,chr15,96860874,96881490,K562_MPT_4563,ENSG00000222651.1,MIR1469,miRNA,7,0.00587,K562,KARR-seq
chr6,35613993,35649387,K562_TE_18406,chr18,12986172,12996361,K562_MPT_6008,ENSG00000101639.14,CEP192,protein_coding,7,0.00587,K562,KARR-seq
chr12,111831442,111884186,K562_TE_5584,chr16,88765025,88777997,K562_MPT_5141,ENSG00000158717.6,RNF166,protein_coding,7,0.00587,K562,KARR-seq
chr18,75695246,75705676,K562_TE_10150,chr1,43419500,43429775,K562_MPT_452,ENSG00000117394.15,SLC2A1,protein_coding,7,0.00587,K562,KARR-seq
chr6,34237593,34354985,K562_SE_593,chr17,8085493,8118916,K562_MPT_5263,ENSG00000178999.8,AURKB,protein_coding,7,0.00587,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chr16,31039210,31049812,K562_MPT_4874,ENSG00000103496.10,STX4,protein_coding,7,0.00589,K562,KARR-seq
chr17,31110747,31179005,K562_TE_9008,chr19,908231,933817,K562_MPT_6176,ENSG00000198858.5,R3HDM4,protein_coding,7,0.00589,K562,KARR-seq
chr4,2569385,2620033,K562_TE_15760,chr22,17512460,17523176,K562_MPT_8523,ENSG00000237438.2,CECR7,lncRNA,7,0.00589,K562,KARR-seq
chr3,176855948,176909086,K562_TE_15500,chr10,75527049,75550420,K562_MPT_1719,ENSG00000196968.6,FUT11,protein_coding,7,0.00589,K562,KARR-seq
chr1,16104375,16163662,K562_SE_9,chr11,82863030,82873201,K562_MPT_2501,ENSG00000165494.6,PCF11,protein_coding,7,0.00589,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chr7,158657137,158667137,K562_MPT_12206,ENSG00000126870.11,WDR60,protein_coding,7,0.00589,K562,KARR-seq
chr6,16245298,16278427,K562_SE_574,chr8,106325920,106336771,K562_MPT_12562,ENSG00000169946.9,ZFPM2,protein_coding,7,0.00595,K562,KARR-seq
chr20,56975923,57009005,K562_TE_13390,chr3,9428506,9445263,K562_MPT_8872,ENSG00000206573.4,SETD5-AS1,lncRNA,7,0.00596,K562,KARR-seq
chr16,88938381,88973032,K562_TE_8642,chr20,33860830,33878054,K562_MPT_8156,ENSG00000126005.11,MMP24-AS1,lncRNA,7,0.00597,K562,KARR-seq
chr6,4837078,4880558,K562_TE_18048,chr17,62482640,62511361,K562_MPT_5757,ENSG00000258890.2,CEP95,protein_coding,7,0.00597,K562,KARR-seq
chr5,10689205,10739844,K562_SE_528,chr12,31876944,31887108,K562_MPT_2868,ENSG00000151743.6,AMN1,protein_coding,7,0.00597,K562,KARR-seq
chr10,75715341,75838968,K562_SE_145,chr11,74806636,74816636,K562_MPT_2457,ENSG00000137491.10,SLCO2B1,protein_coding,7,0.00597,K562,KARR-seq
chr7,103519896,103563109,K562_TE_20234,chr6,27853570,27870344,K562_MPT_10914,ENSG00000233224.1,HIST1H2AM,protein_coding,7,0.00598,K562,KARR-seq
chrX,44744256,44832026,K562_TE_22892,chr6,125278691,125289185,K562_MPT_11325,ENSG00000146373.12,RNF217,protein_coding,7,0.00598,K562,KARR-seq
chr17,64326920,64382795,K562_TE_9471,chr1,36330409,36353810,K562_MPT_375,ENSG00000271164.1,RP4-789D17.4,pseudogene,7,0.00598,K562,KARR-seq
chr1,15093392,15127998,K562_SE_7,chr7,150015252,150025814,K562_MPT_12160,ENSG00000127399.10,LRRC61,protein_coding,7,0.00598,K562,KARR-seq
chr16,12851714,12867485,K562_TE_7990,chr16,85640015,85651958,K562_MPT_5120,ENSG00000131149.13,GSE1,protein_coding,7,0.00598,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr10,17491329,17501329,K562_MPT_1510,ENSG00000148488.11,ST8SIA6,protein_coding,31,0.00604,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr20,44713591,44723591,K562_MPT_8239,ENSG00000124160.7,NCOA5,protein_coding,10,0.00608,K562,KARR-seq
chr6,86384334,86390564,K562_SE_609,chr2,71553858,71563912,K562_MPT_7380,ENSG00000075292.14,ZNF638,protein_coding,7,0.00609,K562,KARR-seq
chr16,373646,393108,K562_TE_7841,chr11,5521834,5536215,K562_MPT_2030,ENSG00000175520.8,UBQLN3,protein_coding,7,0.00609,K562,KARR-seq
chr1,143449745,143468119,K562_SE_62,chr6,15240231,15254143,K562_MPT_10836,ENSG00000008083.9,JARID2,protein_coding,7,0.0061,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr19,7689451,7707013,K562_MPT_6313,ENSG00000174788.5,PCP2,protein_coding,7,0.00614,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr6,3434652,3450247,K562_MPT_10778,ENSG00000137266.10,SLC22A23,protein_coding,9,0.00615,K562,KARR-seq
chr1,246294272,246388032,K562_SE_112,chr2,220374052,220386599,K562_MPT_7903,ENSG00000072182.8,ASIC4,protein_coding,7,0.00636,K562,KARR-seq
chr17,37509140,37543293,K562_TE_9083,chr12,57903933,57948827,K562_MPT_3069,ENSG00000175203.11,DCTN2,protein_coding,7,0.00636,K562,KARR-seq
chr11,78057964,78112641,K562_TE_4288,chr2,38822168,38835178,K562_MPT_7223,ENSG00000235586.1,AC011247.3,lncRNA,7,0.00649,K562,KARR-seq
chr3,46967847,47013803,K562_SE_467,chr9,138848226,138858226,K562_MPT_13217,ENSG00000130560.4,UBAC1,protein_coding,7,0.00653,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr12,110429029,110442328,K562_MPT_3249,ENSG00000139436.16,GIT2,protein_coding,9,0.00654,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr19,18106941,18123977,K562_MPT_6509,ENSG00000105643.5,ARRDC2,protein_coding,9,0.00654,K562,KARR-seq
chr17,20769482,20780745,K562_TE_8907,chr11,64032534,64090654,K562_MPT_2298,ENSG00000200344.1,Y_RNA,misc_RNA,7,0.00655,K562,KARR-seq
chrX,13292451,13322252,K562_TE_22728,chr20,17938589,17954758,K562_MPT_8065,ENSG00000125871.9,MGME1,protein_coding,7,0.00657,K562,KARR-seq
chr17,16331212,16347829,K562_SE_293,chr13,97868688,97879609,K562_MPT_3610,ENSG00000139793.14,MBNL2,protein_coding,7,0.00658,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr3,44514162,44524162,K562_MPT_9015,ENSG00000185219.11,ZNF445,protein_coding,7,0.00658,K562,KARR-seq
chr22,23528183,23591207,K562_SE_441,chr1,227499883,227511175,K562_MPT_1326,ENSG00000143776.14,CDC42BPA,protein_coding,7,0.00659,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,61537946,61559084,K562_MPT_557,ENSG00000263380.1,AC096534.1,miRNA,9,0.0066,K562,KARR-seq
chr1,246267724,246281298,K562_TE_2397,chr8,126958394,126968493,K562_MPT_12613,ENSG00000245164.2,LINC00861,lncRNA,7,0.00664,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr1,234737754,234750271,K562_MPT_1369,ENSG00000168264.6,IRF2BP2,protein_coding,7,0.00666,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr11,34447427,34465472,K562_MPT_2150,ENSG00000121691.4,CAT,protein_coding,9,0.00673,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr17,80398806,80421751,K562_MPT_5931,ENSG00000265458.1,RP13-20L14.6,lncRNA,12,0.00676,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr2,65449887,65459971,K562_MPT_7332,ENSG00000138071.9,ACTR2,protein_coding,7,0.00682,K562,KARR-seq
chr16,88509252,88598161,K562_SE_287,chr16,58653690,58668790,K562_MPT_4976,ENSG00000125107.12,CNOT1,protein_coding,7,0.00682,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr21,26974796,26984829,K562_MPT_8400,ENSG00000154719.9,MRPL39,protein_coding,7,0.00685,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr17,73883230,73910899,K562_MPT_5832,ENSG00000141569.6,TRIM65,protein_coding,12,0.00687,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr4,190855896,190867056,K562_MPT_10137,ENSG00000245685.2,AF146191.4,lncRNA,12,0.00689,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr18,9609285,9623070,K562_MPT_5984,ENSG00000154845.11,PPP4R1,protein_coding,15,0.00692,K562,RIC-seq
chr21,36270273,36415020,K562_SE_426,chr17,62482640,62511361,K562_MPT_5757,ENSG00000258890.2,CEP95,protein_coding,7,0.00692,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr8,66745983,66759987,K562_MPT_12427,ENSG00000272192.1,CTD-2532N20.1,lncRNA,12,0.00693,K562,KARR-seq
chr19,3371575,3397344,K562_TE_10239,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,7,0.00698,K562,KARR-seq
chr10,72497904,72519931,K562_SE_140,chr12,46754090,46771650,K562_MPT_2904,ENSG00000134294.9,SLC38A2,protein_coding,7,0.00706,K562,KARR-seq
chr16,23853484,23934208,K562_SE_269,chr16,15656840,15666840,K562_MPT_4735,ENSG00000166780.6,C16orf45,protein_coding,7,0.00706,K562,KARR-seq
chr22,22170419,22216528,K562_SE_440,chr17,40163716,40178394,K562_MPT_5523,ENSG00000168256.13,NKIRAS2,protein_coding,7,0.00707,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr15,93438058,93452703,K562_MPT_4559,ENSG00000173575.14,CHD2,protein_coding,15,0.00708,K562,KARR-seq
chr17,40392872,40475968,K562_SE_305,chr19,39133310,39143378,K562_MPT_6682,ENSG00000130402.7,ACTN4,protein_coding,7,0.0071,K562,KARR-seq
chr1,150576644,150613992,K562_SE_71,chr1,76246879,76267567,K562_MPT_602,ENSG00000207241.1,SNORD45A,snoRNA,7,0.00721,K562,KARR-seq
chr1,28897644,28917048,K562_TE_432,chr7,120711632,120728867,K562_MPT_12018,ENSG00000106034.13,CPED1,protein_coding,9,0.00723,K562,KARR-seq
chr10,22881071,22995526,K562_SE_125,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,7,0.00728,K562,KARR-seq
chr6,167342174,167365053,K562_TE_19335,chr11,5521834,5536215,K562_MPT_2030,ENSG00000175520.8,UBQLN3,protein_coding,7,0.0073,K562,KARR-seq
chr3,6548808,6584670,K562_TE_14302,chr12,122102560,122112560,K562_MPT_3337,ENSG00000139714.8,MORN3,protein_coding,7,0.00746,K562,KARR-seq
chr6,15551873,15629523,K562_SE_570,chr16,89038401,89055440,K562_MPT_5146,ENSG00000129993.10,CBFA2T3,protein_coding,7,0.00749,K562,KARR-seq
chrX,48562561,48655638,K562_SE_743,chr9,139549873,139570054,K562_MPT_13227,ENSG00000199161.1,MIR126,miRNA,7,0.0075,K562,KARR-seq
chr3,138392645,138415675,K562_TE_15211,chr6,26119138,26129431,K562_MPT_10875,ENSG00000180573.8,HIST1H2AC,protein_coding,7,0.0075,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr1,247237057,247247057,K562_MPT_1419,ENSG00000135747.7,ZNF670,protein_coding,7,0.00753,K562,KARR-seq
chr8,128806089,129118955,K562_SE_701,chr5,176931827,176949470,K562_MPT_10705,ENSG00000146094.9,DOK3,protein_coding,7,0.00754,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chr20,48325415,48335415,K562_MPT_8259,ENSG00000158470.5,B4GALT5,protein_coding,7,0.00754,K562,KARR-seq
chr15,66880235,66981717,K562_SE_249,chr1,43277475,43300586,K562_MPT_449,ENSG00000177868.7,CCDC23,protein_coding,7,0.00754,K562,KARR-seq
chr5,53545021,53626040,K562_SE_532,chr1,65715145,65725145,K562_MPT_572,ENSG00000116675.11,DNAJC6,protein_coding,7,0.00758,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr8,52803934,52817294,K562_MPT_12390,ENSG00000168300.9,PCMTD1,protein_coding,7,0.0076,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chrX,154028672,154038802,K562_MPT_13719,ENSG00000130830.10,MPP1,protein_coding,7,0.00768,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr19,7689451,7707013,K562_MPT_6313,ENSG00000174788.5,PCP2,protein_coding,7,0.0077,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr22,26870347,26884843,K562_MPT_8629,ENSG00000100104.8,SRRD,protein_coding,7,0.0077,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,1158976,1172629,K562_MPT_25,ENSG00000176022.3,B3GALT6,protein_coding,10,0.00778,K562,KARR-seq
chr1,28897644,28917048,K562_TE_432,chr12,57488577,57510216,K562_MPT_3060,ENSG00000166888.6,STAT6,protein_coding,7,0.0078,K562,KARR-seq
chr2,87738949,87854483,K562_SE_373,chr21,46288606,46298752,K562_MPT_8498,ENSG00000183255.7,PTTG1IP,protein_coding,7,0.00783,K562,KARR-seq
chr12,118725281,118786082,K562_TE_5662,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,7,0.00804,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr12,53394942,53410888,K562_MPT_2987,ENSG00000063046.13,EIF4B,protein_coding,7,0.00808,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr6,20397398,20409034,K562_MPT_10855,ENSG00000112242.10,E2F3,protein_coding,34,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,86776598,86786947,K562_MPT_11847,ENSG00000135164.14,DMTF1,protein_coding,26,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr12,56490115,56528403,K562_MPT_3037,ENSG00000170515.9,PA2G4,protein_coding,26,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,116910290,116931718,K562_MPT_769,ENSG00000163399.11,ATP1A1,protein_coding,21,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,235485665,235497344,K562_MPT_1378,ENSG00000054267.16,ARID4B,protein_coding,16,0.00863,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr19,56141382,56171431,K562_MPT_7018,ENSG00000171425.5,ZNF581,protein_coding,15,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr14,23535747,23545826,K562_MPT_3710,ENSG00000100813.10,ACIN1,protein_coding,14,0.00863,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr5,36871861,36890308,K562_MPT_10217,ENSG00000164190.12,NIPBL,protein_coding,13,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr7,112425434,112435647,K562_MPT_11995,ENSG00000146802.8,TMEM168,protein_coding,13,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr12,6670623,6682857,K562_MPT_2741,ENSG00000111641.6,NOP2,protein_coding,12,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr22,29972063,29982326,K562_MPT_8650,ENSG00000184117.7,NIPSNAP1,protein_coding,11,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr2,233557015,233567062,K562_MPT_7942,ENSG00000204120.10,GIGYF2,protein_coding,11,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr22,29658717,29669315,K562_MPT_8645,ENSG00000182944.13,EWSR1,protein_coding,10,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,10453649,10464689,K562_MPT_112,ENSG00000142657.16,PGD,protein_coding,10,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr11,82606017,82617784,K562_MPT_2498,ENSG00000137509.6,PRCP,protein_coding,10,0.00863,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr17,72859754,72883834,K562_MPT_5804,ENSG00000172782.7,FADS6,protein_coding,9,0.00863,K562,KARR-seq
chr2,145188334,145270092,K562_SE_382,chr6,147518603,147532110,K562_MPT_11407,ENSG00000233452.2,STXBP5-AS1,lncRNA,9,0.00863,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr22,20051685,20078581,K562_MPT_8554,ENSG00000221366.1,MIR1306,miRNA,9,0.00863,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr11,28124795,28136859,K562_MPT_2124,ENSG00000169519.15,METTL15,protein_coding,9,0.00863,K562,KARR-seq
