gene_chr	gene_chr_start	gene_chr_end	ENSG	gene_id	gene_type	strand	promoter_chr	promoter_chr_start	promoter_chr_end	promoter_id	enhancer_chr	enhancer_chr_start	enhancer_chr_end	enhancer_id	reads_count	P-value	cell_line	methods
chr19	14543865	14582679	ENSG00000123143.8	PKN1	protein_coding	+	chr19	14538865	14556072	K562_MPT_6451	chr12	50056001	50068385	K562_TE_5052	3	1.12e-2	K562	KARR-seq
chr1	228270361	228286912	ENSG00000143761.9	ARF1	protein_coding	+	chr1	228265361	228275851	K562_MPT_1333	chr16	70429524	70469337	K562_SE_274	3	1.67e-2	K562	KARR-seq
chr14	94547628	94570192	ENSG00000165948.6	IFI27L1	protein_coding	+	chr14	94542548	94552742	K562_MPT_4007	chr3	138537247	138545034	K562_TE_15214	3	1.12e-2	K562	KARR-seq
chr14	94517266	94547591	ENSG00000089737.11	DDX24	protein_coding	-	chr14	94542548	94552742	K562_MPT_4007	chr3	138537247	138545034	K562_TE_15214	3	1.12e-2	K562	KARR-seq
chr16	15528152	15718885	ENSG00000166780.6	C16orf45	protein_coding	+	chr16	15656840	15666840	K562_MPT_4735	chr17	47803189	47835401	K562_TE_9267	3	1.66e-2	K562	KARR-seq
chr2	227700297	227863931	ENSG00000144468.12	RHBDD1	protein_coding	+	chr2	227695297	227707264	K562_MPT_7917	chr3	45082598	45261279	K562_SE_464	3	1.71e-2	K562	KARR-seq
chr3	52937588	53080766	ENSG00000163935.9	SFMBT1	protein_coding	-	chr3	53074281	53085679	K562_MPT_9116	chr11	65167965	65217131	K562_SE_178	3	4.70e-2	K562	KARR-seq
chrX	134962849	134971244	ENSG00000226907.4	CT45A6	protein_coding	-	chrX	134966059	134983402	K562_MPT_13649	chr9	35905567	35949369	K562_SE_711	3	1.12e-2	K562	KARR-seq
chrX	134971374	134995220	ENSG00000181433.5	SAGE1	protein_coding	+	chrX	134966059	134983402	K562_MPT_13649	chr9	35905567	35949369	K562_SE_711	3	1.12e-2	K562	KARR-seq
chr3	88101094	88199035	ENSG00000163320.6	CGGBP1	protein_coding	-	chr3	88101459	88113424	K562_MPT_9189	chr17	44155283	44237935	K562_SE_309	3	1.66e-2	K562	KARR-seq
chr3	88108424	88188123	ENSG00000229729.3	RP11-159G9.5	protein_coding	+	chr3	88101459	88113424	K562_MPT_9189	chr17	44155283	44237935	K562_SE_309	3	1.66e-2	K562	KARR-seq
chr19	10654571	10664094	ENSG00000130734.5	ATG4D	protein_coding	+	chr19	10649594	10664705	K562_MPT_6367	chr9	37148168	37148452	K562_TE_21898	3	1.12e-2	K562	KARR-seq
chr10	75012549	75014107	ENSG00000227540.1	RP11-152N13.5	lncRNA	+	chr10	75002118	75017927	K562_MPT_1713	chr16	89381699	89456073	K562_TE_8652	3	1.68e-2	K562	KARR-seq
chr10	75006510	75012451	ENSG00000182180.9	MRPS16	protein_coding	-	chr10	75002118	75017927	K562_MPT_1713	chr16	89381699	89456073	K562_TE_8652	3	1.68e-2	K562	KARR-seq
chr10	74943120	75008620	ENSG00000213551.4	DNAJC9	protein_coding	-	chr10	75002118	75017927	K562_MPT_1713	chr16	89381699	89456073	K562_TE_8652	3	1.68e-2	K562	KARR-seq
chr10	75007118	75036742	ENSG00000236756.4	DNAJC9-AS1	lncRNA	+	chr10	75002118	75017927	K562_MPT_1713	chr16	89381699	89456073	K562_TE_8652	3	1.68e-2	K562	KARR-seq
chr17	79506911	79520987	ENSG00000185504.12	C17orf70	protein_coding	-	chr17	79510524	79525987	K562_MPT_5909	chr1	10105052	10108936	K562_TE_142	3	1.12e-2	K562	KARR-seq
chr1	47691469	47696422	ENSG00000226252.1	RP1-18D14.7	lncRNA	+	chr1	47686469	47702387	K562_MPT_500	chr10	22881071	22995526	K562_SE_125	3	1.68e-2	K562	KARR-seq
chr1	47681962	47697892	ENSG00000162367.7	TAL1	protein_coding	-	chr1	47686469	47702387	K562_MPT_500	chr10	22881071	22995526	K562_SE_125	3	1.68e-2	K562	KARR-seq
chr6	129897277	130031370	ENSG00000146376.6	ARHGAP18	protein_coding	-	chr6	130026370	130036370	K562_MPT_11340	chr20	48671760	48725897	K562_TE_13321	3	1.12e-2	K562	KARR-seq
chr5	612387	667283	ENSG00000112877.6	CEP72	protein_coding	+	chr5	607325	617405	K562_MPT_10146	chr5	149389031	149407916	K562_TE_17743	3	1.12e-2	K562	KARR-seq
chr5	602735	612325	ENSG00000249650.1	RP11-310P5.1	lncRNA	-	chr5	607325	617405	K562_MPT_10146	chr5	149389031	149407916	K562_TE_17743	3	1.12e-2	K562	KARR-seq
chr7	116612219	116612965	ENSG00000213050.4	TPM3P1	pseudogene	-	chr7	116602526	116617965	K562_MPT_12007	chr22	23528183	23591207	K562_SE_441	3	1.66e-2	K562	KARR-seq
chr7	116605900	116607526	ENSG00000228368.1	AC106873.4	protein_coding	-	chr7	116602526	116617965	K562_MPT_12007	chr22	23528183	23591207	K562_SE_441	3	1.66e-2	K562	KARR-seq
chr20	60962172	60963576	ENSG00000171858.13	RPS21	protein_coding	+	chr20	60957172	60967381	K562_MPT_8332	chr11	46442681	46473142	K562_TE_3902	3	1.66e-2	K562	KARR-seq
chr1	65713902	65881552	ENSG00000116675.11	DNAJC6	protein_coding	+	chr1	65715145	65725145	K562_MPT_572	chr16	88938381	88973032	K562_TE_8642	3	2.48e-2	K562	KARR-seq
chr3	183967438	184010819	ENSG00000145194.13	ECE2	protein_coding	+	chr3	183961723	183972483	K562_MPT_9520	chr19	10919392	10932319	K562_TE_10364	3	1.12e-2	K562	KARR-seq
chr3	183960089	183967336	ENSG00000214160.5	ALG3	protein_coding	-	chr3	183961723	183972483	K562_MPT_9520	chr19	10919392	10932319	K562_TE_10364	3	1.12e-2	K562	KARR-seq
chr5	175953698	175965026	ENSG00000146083.7	RNF44	protein_coding	-	chr5	175959421	175979727	K562_MPT_10690	chr19	6063864	6102577	K562_TE_10294	3	1.38e-2	K562	KARR-seq
chr5	175969512	176022975	ENSG00000074276.6	CDHR2	protein_coding	+	chr5	175959421	175979727	K562_MPT_10690	chr19	6063864	6102577	K562_TE_10294	3	1.38e-2	K562	KARR-seq
chr5	175974436	175974727	ENSG00000243959.2	RN7SL684P	misc_RNA	-	chr5	175959421	175979727	K562_MPT_10690	chr19	6063864	6102577	K562_TE_10294	3	1.38e-2	K562	KARR-seq
chr9	139876356	139880862	ENSG00000214402.6	LCNL1	protein_coding	+	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr9	139863695	139866442	ENSG00000198454.2	C9orf141	protein_coding	+	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr9	139869546	139871433	ENSG00000238268.2	RP11-229P13.19	lncRNA	+	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr9	139886870	139888436	ENSG00000148362.6	C9orf142	protein_coding	+	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr9	139871956	139879887	ENSG00000107317.7	PTGDS	protein_coding	+	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr9	139889087	139891255	ENSG00000169583.12	CLIC3	protein_coding	-	chr9	139858695	139896255	K562_MPT_13238	chrX	64892608	64942250	K562_TE_22977	3	1.66e-2	K562	KARR-seq
chr10	102729275	102745628	ENSG00000095539.11	SEMA4G	protein_coding	+	chr10	102738474	102764610	K562_MPT_1839	chr1	224178928	224181853	K562_TE_2178	3	1.12e-2	K562	KARR-seq
chr10	102729215	102747272	ENSG00000055950.12	MRPL43	protein_coding	-	chr10	102738474	102764610	K562_MPT_1839	chr1	224178928	224181853	K562_TE_2178	3	1.12e-2	K562	KARR-seq
chr10	102747124	102754158	ENSG00000107815.3	C10orf2	protein_coding	+	chr10	102738474	102764610	K562_MPT_1839	chr1	224178928	224181853	K562_TE_2178	3	1.12e-2	K562	KARR-seq
chr10	102756375	102767593	ENSG00000107816.13	LZTS2	protein_coding	+	chr10	102738474	102764610	K562_MPT_1839	chr1	224178928	224181853	K562_TE_2178	3	1.12e-2	K562	KARR-seq
chr10	102740264	102745371	ENSG00000236662.1	RP11-108L7.4	lncRNA	-	chr10	102738474	102764610	K562_MPT_1839	chr1	224178928	224181853	K562_TE_2178	3	1.12e-2	K562	KARR-seq
chr17	1247566	1303672	ENSG00000108953.12	YWHAE	protein_coding	-	chr17	1298475	1308672	K562_MPT_5180	chr18	9733561	9966563	K562_SE_328	3	1.71e-2	K562	KARR-seq
chr7	150642049	150675403	ENSG00000055118.10	KCNH2	protein_coding	-	chr7	150647994	150662964	K562_MPT_12163	chr21	38744669	38835594	K562_SE_428	3	4.70e-2	K562	KARR-seq
chr22	30126945	30163000	ENSG00000100319.11	ZMAT5	protein_coding	-	chr22	30157950	30168363	K562_MPT_8652	chr7	100219321	100225085	K562_TE_20171	3	1.12e-2	K562	KARR-seq
chr22	30163358	30166402	ENSG00000184076.10	UQCR10	protein_coding	+	chr22	30157950	30168363	K562_MPT_8652	chr7	100219321	100225085	K562_TE_20171	3	1.12e-2	K562	KARR-seq
chr22	39709824	39709916	ENSG00000209480.1	SNORD83B	snoRNA	-	chr22	39704916	39720776	K562_MPT_8751	chr5	176412890	176425244	K562_TE_17922	3	1.12e-2	K562	KARR-seq
chr22	39711218	39711312	ENSG00000209482.1	SNORD83A	snoRNA	-	chr22	39704916	39720776	K562_MPT_8751	chr5	176412890	176425244	K562_TE_17922	3	1.12e-2	K562	KARR-seq
chr22	39708887	39716394	ENSG00000100316.11	RPL3	protein_coding	-	chr22	39704916	39720776	K562_MPT_8751	chr5	176412890	176425244	K562_TE_17922	3	1.12e-2	K562	KARR-seq
chr11	74427732	74427794	ENSG00000212277.1	SNORD43	snoRNA	-	chr22	39704916	39720776	K562_MPT_8751	chr5	176412890	176425244	K562_TE_17922	3	1.12e-2	K562	KARR-seq
chr10	112050488	112064709	ENSG00000119953.8	SMNDC1	protein_coding	-	chr10	112059455	112069709	K562_MPT_1883	chr5	131636149	131659460	K562_SE_543	3	1.12e-2	K562	KARR-seq
chr19	19144384	19170563	ENSG00000105676.9	ARMC6	protein_coding	+	chr19	19160118	19179808	K562_MPT_6538	chr10	75463323	75491111	K562_TE_3014	3	1.66e-2	K562	KARR-seq
chr19	19174808	19223697	ENSG00000181035.9	SLC25A42	protein_coding	+	chr19	19160118	19179808	K562_MPT_6538	chr10	75463323	75491111	K562_TE_3014	3	1.66e-2	K562	KARR-seq
chr5	137801179	137805004	ENSG00000120738.7	EGR1	protein_coding	+	chr5	137796179	137814433	K562_MPT_10532	chr7	50413734	50437148	K562_SE_650	3	1.54e-2	K562	KARR-seq
chr5	137809433	137810050	ENSG00000241458.1	RP11-461O14.1	pseudogene	+	chr5	137796179	137814433	K562_MPT_10532	chr7	50413734	50437148	K562_SE_650	3	1.54e-2	K562	KARR-seq
chr20	62218955	62258394	ENSG00000101216.6	GMEB2	protein_coding	-	chr20	62253394	62263603	K562_MPT_8353	chr1	37952697	37965314	K562_TE_559	3	1.12e-2	K562	KARR-seq
chr20	62258580	62260177	ENSG00000232442.1	CTD-3184A7.4	lncRNA	+	chr20	62253394	62263603	K562_MPT_8353	chr1	37952697	37965314	K562_TE_559	3	1.12e-2	K562	KARR-seq
chr16	29674600	29710020	ENSG00000103485.13	QPRT	protein_coding	+	chr16	29685358	29695503	K562_MPT_4834	chr1	246226309	246255137	K562_TE_2396	3	1.38e-2	K562	KARR-seq
chr6	41902671	42018095	ENSG00000112576.8	CCND3	protein_coding	-	chr6	41903464	41914586	K562_MPT_11081	chrX	117684561	117700854	K562_TE_23132	3	1.12e-2	K562	KARR-seq
chr19	15347647	15443356	ENSG00000141867.13	BRD4	protein_coding	-	chr19	15437717	15448356	K562_MPT_6464	chr18	19255045	19267083	K562_TE_9853	3	1.38e-2	K562	KARR-seq
chr17	36911532	36911653	ENSG00000252278.1	RNU6-866P	snRNA	-	chr17	36897881	36916653	K562_MPT_5473	chr12	116553715	116655574	K562_TE_5637	3	1.66e-2	K562	KARR-seq
chr17	36890150	36906070	ENSG00000056661.9	PCGF2	protein_coding	-	chr17	36897881	36916653	K562_MPT_5473	chr12	116553715	116655574	K562_TE_5637	3	1.66e-2	K562	KARR-seq
chr17	36905613	36906969	ENSG00000227450.2	CTB-58E17.5	protein_coding	+	chr17	36897881	36916653	K562_MPT_5473	chr12	116553715	116655574	K562_TE_5637	3	1.66e-2	K562	KARR-seq
chr17	36908989	36920484	ENSG00000108294.4	PSMB3	protein_coding	+	chr17	36897881	36916653	K562_MPT_5473	chr12	116553715	116655574	K562_TE_5637	3	1.66e-2	K562	KARR-seq
chr2	220413795	220413869	ENSG00000265252.1	MIR3132	miRNA	-	chr2	220402819	220418869	K562_MPT_7904	chr11	65235059	65278329	K562_SE_179	3	1.32e-1	K562	KARR-seq
chr2	220403669	220408509	ENSG00000123989.9	CHPF	protein_coding	-	chr2	220402819	220418869	K562_MPT_7904	chr11	65235059	65278329	K562_SE_179	3	1.32e-1	K562	KARR-seq
chr2	220411933	220412380	ENSG00000268896.1	RP11-256I23.1	lncRNA	-	chr2	220402819	220418869	K562_MPT_7904	chr11	65235059	65278329	K562_SE_179	3	1.32e-1	K562	KARR-seq
chr2	220408385	220415317	ENSG00000188760.6	TMEM198	protein_coding	+	chr2	220402819	220418869	K562_MPT_7904	chr11	65235059	65278329	K562_SE_179	3	1.32e-1	K562	KARR-seq
chr7	100464760	100471076	ENSG00000087077.7	TRIP6	protein_coding	+	chr7	100459760	100499222	K562_MPT_11930	chr1	61569740	61673375	K562_SE_45	3	6.03e-2	K562	KARR-seq
chr7	100486346	100487339	ENSG00000176125.3	UFSP1	protein_coding	-	chr7	100459760	100499222	K562_MPT_11930	chr1	61569740	61673375	K562_SE_45	3	6.03e-2	K562	KARR-seq
chr7	100472733	100486285	ENSG00000087087.14	SRRT	protein_coding	+	chr7	100459760	100499222	K562_MPT_11930	chr1	61569740	61673375	K562_SE_45	3	6.03e-2	K562	KARR-seq
chr7	100487615	100494594	ENSG00000087085.9	ACHE	protein_coding	-	chr7	100459760	100499222	K562_MPT_11930	chr1	61569740	61673375	K562_SE_45	3	6.03e-2	K562	KARR-seq
chr6	31825436	31830683	ENSG00000204386.6	NEU1	protein_coding	-	chr6	31825683	31835683	K562_MPT_10985	chr1	40845043	40870321	K562_SE_37	3	1.12e-2	K562	KARR-seq
chr2	228336868	228425930	ENSG00000173744.13	AGFG1	protein_coding	+	chr2	228367988	228377988	K562_MPT_7920	chr17	76109846	76110040	K562_TE_9635	3	1.12e-2	K562	KARR-seq
chr11	61276068	61276129	ENSG00000266006.1	MIR4488	miRNA	+	chr11	61271068	61281272	K562_MPT_2252	chr2	122282153	122297039	K562_TE_12003	3	1.12e-2	K562	KARR-seq
chr11	61276272	61278482	ENSG00000204950.2	LRRC10B	protein_coding	+	chr11	61271068	61281272	K562_MPT_2252	chr2	122282153	122297039	K562_TE_12003	3	1.12e-2	K562	KARR-seq
chr20	21283942	21370463	ENSG00000088930.6	XRN2	protein_coding	+	chr20	21278942	21289432	K562_MPT_8081	chr19	943629	963454	K562_TE_10189	3	1.12e-2	K562	KARR-seq
chr15	52839242	52862080	ENSG00000128989.6	ARPP19	protein_coding	-	chr15	52856029	52867080	K562_MPT_4284	chr3	195818856	195932502	K562_SE_502	3	1.12e-2	K562	KARR-seq
chr15	91509270	91538859	ENSG00000198901.9	PRC1	protein_coding	-	chr15	91532725	91543859	K562_MPT_4553	chr4	151690384	151706183	K562_TE_16585	3	1.12e-2	K562	KARR-seq
chr10	52094298	52095876	ENSG00000269165.1	AC069547.1	protein_coding	+	chr10	52089298	52099298	K562_MPT_1631	chr11	61900071	61900347	K562_TE_4016	3	1.12e-2	K562	KARR-seq
chr5	138614470	138614667	ENSG00000200959.1	SNORA74A	snoRNA	+	chr5	138604441	138619470	K562_MPT_10538	chr8	10616769	10677423	K562_TE_20811	3	1.71e-2	K562	KARR-seq
chr2	65385796	65385994	ENSG00000272025.1	SNORA74	snoRNA	+	chr5	138604441	138619470	K562_MPT_10538	chr8	10616769	10677423	K562_TE_20811	3	1.71e-2	K562	KARR-seq
chr5	138609441	138667360	ENSG00000015479.13	MATR3	protein_coding	+	chr5	138604441	138619470	K562_MPT_10538	chr8	10616769	10677423	K562_TE_20811	3	1.71e-2	K562	KARR-seq
chr5	6686438	6707824	ENSG00000248677.1	CTD-2044J15.1	lncRNA	-	chr5	6702824	6719745	K562_MPT_10164	chr8	2620251	2646599	K562_TE_20766	3	1.12e-2	K562	KARR-seq
chr5	6714718	6757161	ENSG00000112941.8	PAPD7	protein_coding	+	chr5	6702824	6719745	K562_MPT_10164	chr8	2620251	2646599	K562_TE_20766	3	1.12e-2	K562	KARR-seq
chr10	88281702	88284858	ENSG00000227896.2	RP11-77P6.2	lncRNA	+	chr10	88276572	88286702	K562_MPT_1751	chr6	44084090	44089482	K562_TE_18524	3	1.12e-2	K562	KARR-seq
chr10	88195013	88281572	ENSG00000062650.13	WAPAL	protein_coding	-	chr10	88276572	88286702	K562_MPT_1751	chr6	44084090	44089482	K562_TE_18524	3	1.12e-2	K562	KARR-seq
chr19	41172596	41196877	ENSG00000105245.5	NUMBL	protein_coding	-	chr19	41183829	41201877	K562_MPT_6725	chr8	28759786	28770757	K562_TE_20952	3	1.12e-2	K562	KARR-seq
chr12	72233487	72320629	ENSG00000121749.11	TBC1D15	protein_coding	+	chr12	72224176	72238558	K562_MPT_3125	chr17	16146321	16159183	K562_TE_8830	3	1.12e-2	K562	KARR-seq
chr12	72228814	72229176	ENSG00000257991.1	RP11-2H8.3	pseudogene	-	chr12	72224176	72238558	K562_MPT_3125	chr17	16146321	16159183	K562_TE_8830	3	1.12e-2	K562	KARR-seq
chr3	185361527	185542844	ENSG00000073792.11	IGF2BP2	protein_coding	-	chr3	185533849	185547844	K562_MPT_9536	chr1	15093392	15127998	K562_SE_7	3	1.66e-2	K562	KARR-seq
chr19	41098789	41135725	ENSG00000090006.13	LTBP4	protein_coding	+	chr19	41094072	41124822	K562_MPT_6724	chr2	227827994	227850197	K562_TE_12747	3	1.38e-2	K562	KARR-seq
chr19	41112673	41112955	ENSG00000266164.1	RN7SL758P	misc_RNA	-	chr19	41094072	41124822	K562_MPT_6724	chr2	227827994	227850197	K562_TE_12747	3	1.38e-2	K562	KARR-seq
chr10	103867317	103880210	ENSG00000198728.6	LDB1	protein_coding	-	chr10	103869703	103885210	K562_MPT_1850	chr3	45082598	45261279	K562_SE_464	3	7.74e-2	K562	KARR-seq
chr19	4061613	4062747	ENSG00000268670.1	CTD-2622I13.3	lncRNA	-	chr19	4057747	4071943	K562_MPT_6259	chr17	42227097	42248178	K562_TE_9160	3	1.12e-2	K562	KARR-seq
chr19	4044362	4066943	ENSG00000178951.4	ZBTB7A	protein_coding	-	chr19	4057747	4071943	K562_MPT_6259	chr17	42227097	42248178	K562_TE_9160	3	1.12e-2	K562	KARR-seq
chr6	3064225	3115421	ENSG00000137275.9	RIPK1	protein_coding	+	chr6	3063658	3074128	K562_MPT_10772	chr2	27683901	27700497	K562_TE_11202	3	1.12e-2	K562	KARR-seq
chr6	3068279	3069128	ENSG00000272277.1	RP1-40E16.12	lncRNA	-	chr6	3063658	3074128	K562_MPT_10772	chr2	27683901	27700497	K562_TE_11202	3	1.12e-2	K562	KARR-seq
chr16	89978527	89987385	ENSG00000258839.2	MC1R	protein_coding	+	chr16	89974826	90001843	K562_MPT_5162	chr15	55510158	55589862	K562_SE_243	3	1.66e-2	K562	KARR-seq
chr16	89986235	89989070	ENSG00000259006.1	RP11-566K11.4	lncRNA	-	chr16	89974826	90001843	K562_MPT_5162	chr15	55510158	55589862	K562_SE_243	3	1.66e-2	K562	KARR-seq
chr16	89985273	89987375	ENSG00000256390.1	AC092143.1	pseudogene	+	chr16	89974826	90001843	K562_MPT_5162	chr15	55510158	55589862	K562_SE_243	3	1.66e-2	K562	KARR-seq
chr16	89985573	90002500	ENSG00000198211.8	TUBB3	protein_coding	+	chr16	89974826	90001843	K562_MPT_5162	chr15	55510158	55589862	K562_SE_243	3	1.66e-2	K562	KARR-seq
chr19	18553705	18554469	ENSG00000256989.1	AC010335.1	pseudogene	-	chr19	18538010	18559469	K562_MPT_6526	chr22	21194469	21240469	K562_SE_436	3	1.66e-2	K562	KARR-seq
chr19	18545198	18549111	ENSG00000105655.14	ISYNA1	protein_coding	-	chr19	18538010	18559469	K562_MPT_6526	chr22	21194469	21240469	K562_SE_436	3	1.66e-2	K562	KARR-seq
chr19	18552229	18554407	ENSG00000268199.2	CTD-3137H5.1	lncRNA	+	chr19	18538010	18559469	K562_MPT_6526	chr22	21194469	21240469	K562_SE_436	3	1.66e-2	K562	KARR-seq
chr19	18529674	18545372	ENSG00000130511.11	SSBP4	protein_coding	+	chr19	18538010	18559469	K562_MPT_6526	chr22	21194469	21240469	K562_SE_436	3	1.66e-2	K562	KARR-seq
chr9	19383215	19383885	ENSG00000234853.2	NDUFA5P3	pseudogene	-	chr9	19370449	19388885	K562_MPT_12756	chr7	104985430	105018745	K562_TE_20253	3	1.38e-2	K562	KARR-seq
chr9	19375449	19375994	ENSG00000273226.1	RP11-513M16.8	lncRNA	+	chr9	19370449	19388885	K562_MPT_12756	chr7	104985430	105018745	K562_TE_20253	3	1.38e-2	K562	KARR-seq
chr9	19375713	19380252	ENSG00000137154.8	RPS6	protein_coding	-	chr9	19370449	19388885	K562_MPT_12756	chr7	104985430	105018745	K562_TE_20253	3	1.38e-2	K562	KARR-seq
chr15	77359996	77360667	ENSG00000269951.1	RP11-797A18.6	lncRNA	-	chr15	77355667	77368570	K562_MPT_4438	chr19	28942803	29111036	K562_SE_341	3	5.76e-2	K562	KARR-seq
chr15	77336359	77376326	ENSG00000140391.10	TSPAN3	protein_coding	-	chr15	77355667	77368570	K562_MPT_4438	chr19	28942803	29111036	K562_SE_341	3	5.76e-2	K562	KARR-seq
chr12	54685895	54694905	ENSG00000123405.9	NFE2	protein_coding	-	chr12	54684542	54699986	K562_MPT_3014	chr1	206822526	206911221	K562_SE_91	3	5.76e-2	K562	KARR-seq
chr12	54694986	54745633	ENSG00000111481.5	COPZ1	protein_coding	+	chr12	54684542	54699986	K562_MPT_3014	chr1	206822526	206911221	K562_SE_91	3	5.76e-2	K562	KARR-seq
chr1	113243728	113250056	ENSG00000155366.12	RHOC	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr1	113258294	113260418	ENSG00000261595.1	RP11-426L16.9	lncRNA	+	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr1	113263041	113269857	ENSG00000184599.9	FAM19A3	protein_coding	+	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr1	113245236	113254055	ENSG00000271810.1	RP11-426L16.10	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr1	113252616	113258099	ENSG00000155367.11	PPM1J	protein_coding	-	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr1	113236310	113239243	ENSG00000225075.1	RP11-426L16.3	lncRNA	-	chr1	113234243	113268199	K562_MPT_748	chr6	157357381	157397022	K562_TE_19234	3	1.38e-2	K562	KARR-seq
chr16	88941266	89043612	ENSG00000129993.10	CBFA2T3	protein_coding	-	chr16	89038401	89055440	K562_MPT_5146	chr10	72497904	72519931	K562_SE_140	3	9.55e-2	K562	KARR-seq
chr16	89050440	89061777	ENSG00000259989.1	CTD-2555A7.1	lncRNA	+	chr16	89038401	89055440	K562_MPT_5146	chr10	72497904	72519931	K562_SE_140	3	9.55e-2	K562	KARR-seq
chr15	65255362	65282648	ENSG00000090487.6	SPG21	protein_coding	-	chr15	65274814	65287648	K562_MPT_4342	chr19	19553596	19601338	K562_SE_339	3	1.38e-2	K562	KARR-seq
chr9	77675489	77703133	ENSG00000106733.16	NMRK1	protein_coding	-	chr9	77698106	77708459	K562_MPT_12893	chr22	30019512	30030144	K562_TE_13955	3	1.12e-2	K562	KARR-seq
chr9	77703459	77762181	ENSG00000134996.11	OSTF1	protein_coding	+	chr9	77698106	77708459	K562_MPT_12893	chr22	30019512	30030144	K562_TE_13955	3	1.12e-2	K562	KARR-seq
chr1	23630264	23670829	ENSG00000125944.14	HNRNPR	protein_coding	-	chr1	23665755	23675829	K562_MPT_217	chr16	81648229	81689144	K562_SE_279	3	1.12e-2	K562	KARR-seq
chr1	235291118	235291252	ENSG00000207181.1	SNORA14B	snoRNA	-	chr1	235286252	235297251	K562_MPT_1375	chr16	585213	594233	K562_TE_7846	3	1.38e-2	K562	KARR-seq
chr1	235272651	235292251	ENSG00000173726.6	TOMM20	protein_coding	-	chr1	235286252	235297251	K562_MPT_1375	chr16	585213	594233	K562_TE_7846	3	1.38e-2	K562	KARR-seq
chr19	55644162	55660722	ENSG00000105048.12	TNNT1	protein_coding	-	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr19	55670031	55678090	ENSG00000167646.9	DNAAF3	protein_coding	-	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr19	55670307	55688908	ENSG00000267577.1	CTD-2587H24.5	lncRNA	+	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr1	6812779	6812881	ENSG00000239166.1	snoU13	snoRNA	+	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr19	55682567	55691809	ENSG00000129990.10	SYT5	protein_coding	-	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr19	55663137	55669141	ENSG00000129991.8	TNNI3	protein_coding	-	chr19	55648259	55696809	K562_MPT_7001	chr2	15671378	15696593	K562_TE_11091	3	1.66e-2	K562	KARR-seq
chr12	12628829	12715317	ENSG00000111266.4	DUSP16	protein_coding	-	chr12	12709011	12720317	K562_MPT_2793	chr10	75715341	75838968	K562_SE_145	3	1.38e-2	K562	KARR-seq
chr16	20817751	20860987	ENSG00000005189.15	AC004381.6	protein_coding	+	chr16	20812751	20823479	K562_MPT_4760	chr1	19732221	19805013	K562_TE_260	3	1.12e-2	K562	KARR-seq
