pair_id,enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods,interaction_type
K562_EP_1548,chr9,127450836,127487668,K562_TE_22440,chr12,50556091,50566205,K562_MPT_2955,ENSG00000139624.8,CERS5,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1549,chr13,50760113,50783584,K562_TE_6087,chr19,1008339,1047661,K562_MPT_6178,ENSG00000207357.1,RNU6-2,snRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1550,chr1,67401088,67420708,K562_TE_924,chr3,40513604,40524471,K562_MPT_8997,ENSG00000177873.8,ZNF619,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1551,chr11,46442681,46473142,K562_TE_3902,chr9,140495106,140505155,K562_MPT_13256,ENSG00000197070.9,ARRDC1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1552,chr21,36270273,36415020,K562_SE_426,chr19,18491968,18502372,K562_MPT_6523,ENSG00000130513.6,GDF15,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1553,chr9,93572288,93580799,K562_TE_22110,chr2,230781074,230792955,K562_MPT_7922,ENSG00000153827.9,TRIP12,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1554,chr12,125023096,125042321,K562_TE_5779,chr8,21941719,21951719,K562_MPT_12277,ENSG00000158863.17,FAM160B2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1555,chr21,36189417,36198620,K562_TE_13590,chr6,30534153,30544219,K562_MPT_10953,ENSG00000204574.8,ABCF1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1556,chr22,17066736,17097786,K562_SE_431,chr3,170070503,170082411,K562_MPT_9466,ENSG00000136603.9,SKIL,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1557,chr2,159319996,159321688,K562_TE_12215,chr4,41932137,41946272,K562_MPT_9768,ENSG00000109133.8,TMEM33,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1558,chr8,21867435,21868298,K562_TE_20877,chr1,76246879,76267567,K562_MPT_602,ENSG00000207241.1,SNORD45A,snoRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1559,chr1,227605878,227637888,K562_TE_2228,chr11,108459374,108469465,K562_MPT_2575,ENSG00000110723.7,EXPH5,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1560,chr22,41040639,41079100,K562_TE_14144,chr16,272655,330937,K562_MPT_4599,ENSG00000076344.11,RGS11,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1561,chr17,70774650,70776523,K562_TE_9532,chr8,27690599,27700994,K562_MPT_12313,ENSG00000168078.5,PBK,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1562,chr2,122227093,122245388,K562_TE_12002,chr19,39892453,39910833,K562_MPT_6701,ENSG00000266559.1,MIR4530,miRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1563,chr1,19929760,19940167,K562_TE_263,chr10,103869703,103885210,K562_MPT_1850,ENSG00000198728.6,LDB1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1564,chr20,45924291,45970176,K562_SE_408,chr1,101486319,101496475,K562_MPT_692,ENSG00000233184.2,RP11-421L21.3,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1565,chr1,8448048,8470262,K562_TE_105,chr13,114995362,115005556,K562_MPT_3658,ENSG00000130177.10,CDC16,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1566,chr8,102193472,102207525,K562_TE_21416,chr1,161118542,161152287,K562_MPT_1019,ENSG00000143258.11,USP21,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1567,chr10,126599465,126614575,K562_TE_3453,chr2,112807800,112818297,K562_MPT_7556,ENSG00000153214.5,TMEM87B,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1568,chr10,22881071,22995526,K562_SE_125,chr19,21198426,21213847,K562_MPT_6560,ENSG00000118620.8,ZNF430,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1569,chr10,101467611,101473533,K562_TE_3253,chr8,42388447,42402069,K562_MPT_12375,ENSG00000168575.5,SLC20A2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1570,chr14,103092326,103134232,K562_TE_6939,chr19,36223369,36255786,K562_MPT_6634,ENSG00000205155.3,PSENEN,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1571,chr8,117717680,117722661,K562_TE_21516,chr1,52185568,52200706,K562_MPT_512,ENSG00000212624.1,SNORA26,snoRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1572,chr2,15671378,15696593,K562_TE_11091,chr6,15240231,15254143,K562_MPT_10836,ENSG00000008083.9,JARID2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1573,chr3,152031038,152050542,K562_TE_15326,chr11,742329,752428,K562_MPT_1975,ENSG00000177156.6,TALDO1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1574,chr7,23462528,23474606,K562_TE_19588,chr5,98257240,98269875,K562_MPT_10404,ENSG00000248489.1,CTD-2007H13.3,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1575,chr1,27823323,27901393,K562_SE_25,chr17,71218839,71234365,K562_MPT_5797,ENSG00000133193.8,FAM104A,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1576,chr16,70429524,70469337,K562_SE_274,chrX,153974332,153984352,K562_MPT_13717,ENSG00000160219.7,GAB3,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1577,chr10,112369819,112441110,K562_TE_3341,chr6,7134478,7144478,K562_MPT_10796,ENSG00000124782.15,RREB1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1578,chr11,110017845,110030423,K562_TE_4484,chr15,66869528,66879528,K562_MPT_4362,ENSG00000259471.1,RP11-321F6.1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1579,chr7,98960150,98991050,K562_TE_20141,chr11,66401088,66411406,K562_MPT_2364,ENSG00000173933.15,RBM4,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1580,chr10,52069110,52199776,K562_SE_135,chr16,11885383,11896123,K562_MPT_4714,ENSG00000122299.7,ZC3H7A,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1581,chr19,14253032,14259003,K562_TE_10419,chr11,118987297,118999698,K562_MPT_2631,ENSG00000172273.8,HINFP,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1582,chr15,75614685,75615024,K562_TE_7559,chr9,100740643,100754938,K562_MPT_12982,ENSG00000136938.8,ANP32B,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1583,chr13,47261966,47272891,K562_TE_6049,chr1,154923580,154966017,K562_MPT_940,ENSG00000160688.14,FLAD1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1584,chr1,36700668,36723932,K562_TE_543,chr22,21916836,21927026,K562_MPT_8588,ENSG00000185651.10,UBE2L3,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1585,chr2,198894123,198928263,K562_TE_12514,chr5,90674176,90684176,K562_MPT_10384,ENSG00000113369.4,ARRDC3,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1586,chr11,3931465,4018538,K562_TE_3561,chr6,28229788,28254349,K562_MPT_10921,ENSG00000137338.4,PGBD1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1587,chr22,21194469,21240469,K562_SE_436,chr16,31459814,31476282,K562_MPT_4884,ENSG00000260267.1,RP11-452L6.5,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1588,chr17,499940,510886,K562_TE_8670,chr6,43585541,43617783,K562_MPT_11110,ENSG00000172432.14,GTPBP2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1589,chr1,246226309,246255137,K562_TE_2396,chr16,89878043,89888065,K562_MPT_5159,ENSG00000187741.10,FANCA,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1590,chr5,59968673,59984965,K562_TE_17064,chr12,19587608,19603989,K562_MPT_2818,ENSG00000200247.1,RNU6-254P,snRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1591,chr4,79609058,79671607,K562_SE_516,chr16,20676177,20690930,K562_MPT_4757,ENSG00000005187.7,ACSM3,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1592,chr12,96744828,96786873,K562_TE_5453,chr3,178860761,178872315,K562_MPT_9485,ENSG00000121879.3,PIK3CA,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1593,chr6,160137609,160140470,K562_TE_19280,chr8,146000667,146033273,K562_MPT_12702,ENSG00000161016.11,RPL8,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1594,chr13,51058730,51087610,K562_TE_6097,chr17,17735131,17745325,K562_MPT_5318,ENSG00000072310.12,SREBF1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1595,chr6,15253980,15391637,K562_SE_569,chr1,114488767,114498767,K562_MPT_759,ENSG00000163349.17,HIPK1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1596,chr11,85802540,85930107,K562_SE_187,chr1,28581038,28591038,K562_MPT_301,ENSG00000130766.4,SESN2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1597,chr10,5498805,5530633,K562_SE_118,chr1,93292582,93307846,K562_MPT_660,ENSG00000206680.1,SNORD21,snoRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1598,chr19,50276070,50281630,K562_TE_10835,chr1,12035238,12047049,K562_MPT_130,ENSG00000116688.12,MFN2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1599,chr22,26964435,26978887,K562_TE_13909,chr7,135189824,135199875,K562_MPT_12087,ENSG00000080802.14,CNOT4,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1600,chr10,7210490,7229130,K562_TE_2494,chr6,119210384,119220384,K562_MPT_11312,ENSG00000111875.7,ASF1A,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1601,chr6,6851120,6893026,K562_TE_18073,chr2,98275570,98297284,K562_MPT_7490,ENSG00000228486.5,AC017099.3,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1602,chr21,46251285,46301783,K562_TE_13714,chr3,9428506,9445263,K562_MPT_8872,ENSG00000206573.4,SETD5-AS1,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1603,chr7,77562668,77574693,K562_TE_20045,chr6,31503313,31521204,K562_MPT_10973,ENSG00000204498.6,NFKBIL1,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1604,chr8,26159682,26188808,K562_TE_20921,chr6,32091017,32103068,K562_MPT_10990,ENSG00000213676.6,ATF6B,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1605,chr10,7330307,7360335,K562_TE_2497,chr17,56397811,56419719,K562_MPT_5701,ENSG00000264399.1,MIR4736,miRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1606,chr18,756567,807069,K562_TE_9733,chr2,203494901,203504911,K562_MPT_7839,ENSG00000138439.10,FAM117B,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1607,chrX,129193959,129238087,K562_TE_23229,chr19,1936188,1947464,K562_MPT_6206,ENSG00000133275.11,CSNK1G2,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1608,chr2,15441457,15454537,K562_TE_11086,chr12,1634057,1644985,K562_MPT_2708,ENSG00000111186.8,WNT5B,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1609,chr1,39577549,39596253,K562_TE_588,chr7,104648471,104659908,K562_MPT_11965,ENSG00000228393.3,LINC01004,lncRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1610,chr14,70083840,70134077,K562_SE_231,chr17,78383918,78398218,K562_MPT_5894,ENSG00000173818.12,ENDOV,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1611,chr13,52163966,52176616,K562_TE_6108,chr9,130824600,130835572,K562_MPT_13123,ENSG00000148339.8,SLC25A25,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1612,chr6,36082729,36108156,K562_SE_595,chr7,115845547,115855603,K562_MPT_12000,ENSG00000135269.13,TES,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1613,chr6,36032920,36044865,K562_TE_18414,chr7,56163352,56179269,K562_MPT_11736,ENSG00000239166.1,snoU13,snoRNA,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1614,chr8,142273911,142307283,K562_TE_21684,chr16,20770024,20786482,K562_MPT_4759,ENSG00000005187.7,ACSM3,protein_coding,12,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1615,chr10,22881071,22995526,K562_SE_125,chr19,41094072,41124822,K562_MPT_6724,ENSG00000090006.13,LTBP4,protein_coding,11,0.000185,K562,KARR-seq,trans_cross_chromosome
K562_EP_1616,chr11,85732139,85775705,K562_TE_4317,chr21,44294641,44304665,K562_MPT_8471,ENSG00000160193.7,WDR4,protein_coding,12,0.000186,K562,KARR-seq,trans_cross_chromosome
K562_EP_1617,chr17,16331212,16347829,K562_SE_293,chr2,96921333,96936870,K562_MPT_7474,ENSG00000144021.2,CIAO1,protein_coding,12,0.00019,K562,KARR-seq,trans_cross_chromosome
K562_EP_1618,chr1,90329507,90423245,K562_SE_51,chr7,23566595,23576660,K562_MPT_11609,ENSG00000164548.6,TRA2A,protein_coding,12,0.000191,K562,KARR-seq,trans_cross_chromosome
K562_EP_1619,chr16,23853484,23934208,K562_SE_269,chr5,154060336,154070336,K562_MPT_10622,ENSG00000221552.1,MIR1303,miRNA,12,0.000191,K562,KARR-seq,trans_cross_chromosome
K562_EP_1620,chr1,230208360,230327626,K562_SE_104,chr15,91468410,91483515,K562_MPT_4551,ENSG00000224441.1,AC068831.3,lncRNA,12,0.000191,K562,KARR-seq,trans_cross_chromosome
K562_EP_1621,chr10,11916377,11968192,K562_SE_121,chr17,7738222,7753233,K562_MPT_5253,ENSG00000132510.6,KDM6B,protein_coding,12,0.000191,K562,KARR-seq,trans_cross_chromosome
K562_EP_1622,chr3,46967847,47013803,K562_SE_467,chr17,60137643,60147643,K562_MPT_5732,ENSG00000108510.5,MED13,protein_coding,12,0.000206,K562,KARR-seq,trans_cross_chromosome
K562_EP_1623,chr7,120621793,120694187,K562_SE_662,chr1,150596592,150607072,K562_MPT_884,ENSG00000143420.13,ENSA,protein_coding,12,0.000206,K562,KARR-seq,trans_cross_chromosome
K562_EP_1624,chr6,20409590,20477001,K562_SE_576,chr21,33099281,33113045,K562_MPT_8412,ENSG00000273091.1,AP000255.6,lncRNA,12,0.000208,K562,KARR-seq,trans_cross_chromosome
K562_EP_1625,chr19,39126319,39184375,K562_SE_343,chr7,150060278,150085973,K562_MPT_12161,ENSG00000239377.1,RP4-584D14.6,lncRNA,12,0.000208,K562,KARR-seq,trans_cross_chromosome
K562_EP_1626,chr6,15253980,15391637,K562_SE_569,chr8,145110584,145120584,K562_MPT_12685,ENSG00000178814.11,OPLAH,protein_coding,12,0.00021,K562,KARR-seq,trans_cross_chromosome
K562_EP_1627,chr11,3931465,4018538,K562_TE_3561,chr2,145270115,145283621,K562_MPT_7656,ENSG00000238057.4,ZEB2-AS1,lncRNA,12,0.000211,K562,KARR-seq,trans_cross_chromosome
K562_EP_1628,chr16,88938381,88973032,K562_TE_8642,chr12,48201834,48231915,K562_MPT_2914,ENSG00000257488.1,RP5-1057I20.2,lncRNA,12,0.000211,K562,KARR-seq,trans_cross_chromosome
K562_EP_1629,chr10,35630893,35721029,K562_SE_130,chr7,30629297,30639425,K562_MPT_11642,ENSG00000196295.7,AC005154.6,lncRNA,12,0.000223,K562,KARR-seq,trans_cross_chromosome
K562_EP_1630,chr19,28942803,29111036,K562_SE_341,chr8,41650140,41665867,K562_MPT_12367,ENSG00000200344.1,Y_RNA,misc_RNA,13,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1631,chr1,28897644,28917048,K562_TE_432,chr6,34355451,34365451,K562_MPT_11018,ENSG00000272325.1,NUDT3,protein_coding,12,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1632,chr18,756567,807069,K562_TE_9733,chr10,73965495,73985510,K562_MPT_1703,ENSG00000200344.1,Y_RNA,misc_RNA,12,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1633,chr2,198714946,198759771,K562_TE_12512,chr1,38466177,38483451,K562_MPT_399,ENSG00000183386.5,FHL3,protein_coding,12,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1634,chr3,6548808,6584670,K562_TE_14302,chr16,2054748,2084755,K562_MPT_4627,ENSG00000167962.8,ZNF598,protein_coding,12,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1635,chr6,28632682,28871154,K562_SE_587,chr21,34846596,34869027,K562_MPT_8426,ENSG00000177692.7,DNAJC28,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1636,chr5,56483155,56506799,K562_TE_17051,chr3,12520931,12536279,K562_MPT_8902,ENSG00000154743.13,TSEN2,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1637,chr8,144821376,144827158,K562_TE_21704,chr1,213021622,213037258,K562_MPT_1266,ENSG00000236317.1,RP11-348H3.5,pseudogene,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1638,chr22,40013962,40031694,K562_TE_14124,chr12,6971283,6987820,K562_MPT_2752,ENSG00000111669.10,TPI1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1639,chr17,80860961,80871290,K562_TE_9714,chr1,21666997,21676997,K562_MPT_202,ENSG00000117298.10,ECE1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1640,chr3,122792174,122805268,K562_TE_15049,chr2,27250822,27265743,K562_MPT_7164,ENSG00000119777.14,TMEM214,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1641,chr17,4742401,4759726,K562_TE_8735,chr2,20845838,20855849,K562_MPT_7135,ENSG00000118960.8,HS1BP3,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1642,chr1,117005511,117058249,K562_SE_57,chr19,4177276,4191418,K562_MPT_6261,ENSG00000077463.10,SIRT6,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1643,chr6,113262781,113279055,K562_TE_18906,chr17,7544945,7562427,K562_MPT_5250,ENSG00000129244.4,ATP1B2,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1644,chr17,17286868,17287365,K562_TE_8847,chr16,89622065,89633778,K562_MPT_5154,ENSG00000200084.1,SNORD68,snoRNA,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1645,chr9,74622818,74623024,K562_TE_22028,chr7,45138839,45156646,K562_MPT_11714,ENSG00000136270.9,TBRG4,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1646,chr13,50884289,50895001,K562_TE_6091,chr7,150647994,150662964,K562_MPT_12163,ENSG00000055118.10,KCNH2,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1647,chr1,38462603,38467779,K562_SE_33,chr10,70315413,70325413,K562_MPT_1672,ENSG00000138336.8,TET1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1648,chr19,1414861,1416590,K562_TE_10200,chr2,192706265,192716981,K562_MPT_7791,ENSG00000233766.3,AC098617.1,lncRNA,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1649,chr17,4244674,4258513,K562_TE_8723,chr11,93857094,93867095,K562_MPT_2532,ENSG00000110218.4,PANX1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1650,chr4,80118827,80146681,K562_SE_517,chr1,229639073,229649248,K562_MPT_1346,ENSG00000069248.9,NUP133,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1651,chr10,33211111,33213775,K562_TE_2726,chr5,118599387,118609449,K562_MPT_10452,ENSG00000145779.7,TNFAIP8,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1652,chr22,40831339,40834625,K562_TE_14137,chr17,72859754,72883834,K562_MPT_5804,ENSG00000172782.7,FADS6,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1653,chr10,93567005,93567310,K562_TE_3155,chr5,68657648,68672281,K562_MPT_10301,ENSG00000152942.14,RAD17,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1654,chr3,133662625,133663037,K562_TE_15180,chr1,23805671,23816061,K562_MPT_221,ENSG00000088280.14,ASAP3,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1655,chr21,15334427,15352773,K562_TE_13465,chr1,174960661,174974349,K562_MPT_1101,ENSG00000252552.1,RNU6-307P,snRNA,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1656,chr4,6789116,6813339,K562_TE_15806,chr17,80601411,80611411,K562_MPT_5933,ENSG00000141580.11,WDR45B,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1657,chr12,69638441,69641098,K562_TE_5261,chr15,51195870,51205992,K562_MPT_4272,ENSG00000081014.6,AP4E1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1658,chr5,131636149,131659460,K562_SE_543,chr7,8270556,8281524,K562_MPT_11563,ENSG00000003147.13,ICA1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1659,chr10,24995424,25006000,K562_TE_2653,chr1,118467206,118477391,K562_MPT_782,ENSG00000196505.6,GDAP2,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1660,chr13,114880574,114893188,K562_TE_6310,chr9,130326367,130336367,K562_MPT_13111,ENSG00000136830.7,FAM129B,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1661,chr5,95000169,95020038,K562_TE_17357,chr8,38029106,38039234,K562_MPT_12351,ENSG00000175324.5,LSM1,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1662,chr12,120977991,120988316,K562_TE_5685,chr2,153568887,153579495,K562_MPT_7668,ENSG00000196504.11,PRPF40A,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1663,chr6,28430275,28474358,K562_TE_18300,chr7,17975091,17985117,K562_MPT_11585,ENSG00000071189.17,SNX13,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1664,chr5,162805772,162807365,K562_TE_17831,chr4,151931419,151941879,K562_MPT_10049,ENSG00000198589.6,LRBA,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1665,chr15,34780752,34781779,K562_TE_7096,chr19,51863798,51880969,K562_MPT_6932,ENSG00000105374.5,NKG7,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1666,chr17,41392069,41411565,K562_SE_306,chr15,67829942,67840669,K562_MPT_4371,ENSG00000137764.15,MAP2K5,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1667,chr1,55644512,55675407,K562_TE_831,chr4,76592865,76604153,K562_MPT_9846,ENSG00000138757.10,G3BP2,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1668,chr1,32370486,32397588,K562_TE_476,chr12,21649485,21659749,K562_MPT_2822,ENSG00000111711.5,GOLT1B,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1669,chr5,140937273,140950796,K562_TE_17655,chr4,56810037,56820147,K562_MPT_9805,ENSG00000174799.6,CEP135,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
K562_EP_1670,chr11,33879660,33934760,K562_TE_3804,chr3,128439965,128450036,K562_MPT_9312,ENSG00000075785.8,RAB7A,protein_coding,10,0.000224,K562,KARR-seq,trans_cross_chromosome
